review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,positive_keywords,negative_keywords,cultural_mentions,review_length_category,language
38,93,113,Unproductive stay due to faulty WiFi. Staff not helpful for business needs. No vegetarian restaurant,3.4,2023-05-13,Business,0.2,3.0,3.6,3.3,3.4,[],[],"[""No vegetarian restaurant""]",Medium,en
39,32,59,Wonderful family experience with AC. Kids loved the facilities. Clean and hygienic,5.0,2024-01-01,Family,1.0,5.0,4.8,5.0,5.0,"[""wonderful""]",[],"[""Clean and hygienic""]",Short,en
40,58,114,Great for families - AC was perfect. Safe and comfortable environment. Comfortable for Indian families,3.5,2023-09-19,Family,0.25,3.8,3.4,3.6,3.5,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
41,293,84,Wonderful family experience with AC. Kids loved the facilities. Good value for money,5.0,2023-07-10,Family,1.0,5.0,4.9,5.0,5.0,"[""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
42,299,97,Great for families - gym was perfect. Safe and comfortable environment. Clean and hygienic,3.6,2023-01-17,Family,0.3,3.7,3.6,3.9,3.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
43,271,32,Excellent business facilities and room service. Professional service throughout. Comfortable for Indian families,4.5,2023-01-27,Business,0.75,4.2,4.3,4.2,4.5,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
44,267,135,Productive stay with reliable AC. Staff understood business needs. Good value for money,4.6,2023-08-14,Business,0.8,4.6,4.9,4.4,4.3,"[""good""]",[],"[""Good value for money""]",Short,en
45,295,215,Perfect for business travel with great pool. Location is convenient. Good value for money,5.0,2023-05-31,Business,1.0,4.9,4.8,5.0,4.4,"[""great"", ""perfect"", ""good""]",[],"[""Good value for money""]",Short,en
46,210,226,Disappointing for business travel - spa was inadequate. Location inconvenient. No vegetarian restaurant,3.4,2023-07-05,Business,0.2,3.9,3.0,3.3,3.4,[],"[""disappointing""]","[""No vegetarian restaurant""]",Medium,en
47,40,130,Excellent business facilities and restaurant. Professional service throughout. Comfortable for Indian families,3.7,2023-07-05,Business,0.35,3.3,4.0,3.4,3.7,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
48,259,108,Family-friendly staff and excellent WiFi. Will return with family. Friendly staff,4.8,2023-03-17,Family,0.9,4.5,5.0,5.0,4.9,"[""excellent""]",[],"[""Friendly staff""]",Short,en
49,365,142,Great for families - WiFi was perfect. Safe and comfortable environment. Good value for money,5.0,2023-08-29,Family,1.0,5.0,4.6,5.0,4.5,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
50,56,158,Wonderful family experience with gym. Kids loved the facilities. Excellent Indian breakfast,4.3,2023-01-24,Family,0.65,4.7,3.8,4.4,4.3,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
51,87,58,Great for families - WiFi was perfect. Safe and comfortable environment. Friendly staff,3.9,2023-05-28,Family,0.45,3.5,3.5,3.8,3.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
52,387,131,Perfect for business travel with great AC. Location is convenient. Friendly staff,4.1,2023-03-28,Business,0.55,3.8,4.0,4.4,3.7,"[""great"", ""perfect""]",[],"[""Friendly staff""]",Short,en
53,219,147,Productive stay with reliable spa. Staff understood business needs. Clean and hygienic,4.2,2023-08-16,Business,0.6,4.2,4.0,4.3,4.4,[],[],"[""Clean and hygienic""]",Short,en
54,71,23,Wonderful family experience with restaurant. Kids loved the facilities. Great vegetarian options,5.0,2023-05-23,Family,1.0,4.7,5.0,5.0,5.0,"[""great"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
55,135,177,Enjoyable solo trip with excellent pool. Staff was very accommodating. Great vegetarian options,4.0,2023-11-11,Solo,0.5,3.9,3.8,4.1,3.4,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
56,58,57,Great for families - WiFi was perfect. Safe and comfortable environment. Well-maintained property,3.8,2023-05-28,Family,0.4,3.9,3.7,3.7,3.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
57,127,84,Wonderful family experience with AC. Kids loved the facilities. Great vegetarian options,4.1,2023-12-06,Family,0.55,4.5,4.2,3.8,4.2,"[""great"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
58,218,114,Comfortable solo stay with good spa. Peaceful atmosphere. Good value for money,4.1,2023-07-24,Solo,0.55,4.0,4.1,3.8,4.3,"[""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
59,249,69,Family-friendly staff and excellent room service. Will return with family. Friendly staff,3.8,2023-04-23,Family,0.4,3.3,4.2,3.8,3.8,"[""excellent""]",[],"[""Friendly staff""]",Short,en
60,313,158,Comfortable solo stay with good AC. Peaceful atmosphere. Understanding of Indian culture,4.4,2023-06-18,Solo,0.7,4.1,4.4,4.6,3.9,"[""comfortable"", ""good""]",[],"[""Understanding of Indian culture""]",Short,en
61,370,6,Family-friendly staff and excellent AC. Will return with family. Great vegetarian options,4.7,2023-01-11,Family,0.85,4.4,4.8,4.9,4.8,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
62,275,93,Productive stay with reliable spa. Staff understood business needs. Clean and hygienic,4.8,2023-04-12,Business,0.9,4.9,4.4,5.0,5.0,[],[],"[""Clean and hygienic""]",Short,en
63,263,109,Excellent business facilities and restaurant. Professional service throughout. Staff spoke Hindi,4.5,2023-01-12,Business,0.75,4.6,4.4,4.3,4.6,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
64,13,250,Productive stay with reliable gym. Staff understood business needs. Great vegetarian options,4.2,2023-07-23,Business,0.6,3.9,4.4,4.4,4.3,"[""great""]",[],"[""Great vegetarian options""]",Short,en
65,251,204,Family-friendly staff and excellent AC. Will return with family. Understanding of Indian culture,4.8,2023-10-07,Family,0.9,5.0,4.7,5.0,4.8,"[""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
66,165,61,Excellent business facilities and WiFi. Professional service throughout. Excellent Indian breakfast,5.0,2023-08-25,Business,1.0,4.7,5.0,5.0,4.5,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
67,267,42,Enjoyable solo trip with excellent pool. Staff was very accommodating. Excellent Indian breakfast,4.4,2023-03-04,Solo,0.7,4.5,3.9,4.3,4.2,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
68,59,223,Perfect for solo travelers with reliable WiFi. Great value. Excellent Indian breakfast,3.6,2023-01-20,Solo,0.3,3.2,3.5,3.4,3.3,"[""great"", ""excellent"", ""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
69,321,44,Perfect for business travel with great room service. Location is convenient. Well-maintained property,4.2,2023-09-26,Business,0.6,4.6,4.3,4.2,4.0,"[""great"", ""perfect""]",[],"[""Well-maintained property""]",Medium,en
70,70,185,Wonderful family experience with spa. Kids loved the facilities. Well-maintained property,4.5,2023-03-26,Family,0.75,4.5,4.2,4.7,4.2,"[""wonderful""]",[],"[""Well-maintained property""]",Short,en
71,219,211,Perfect for business travel with great room service. Location is convenient. Great vegetarian options,4.4,2023-10-27,Business,0.7,4.1,4.0,4.5,4.7,"[""great"", ""perfect""]",[],"[""Great vegetarian options""]",Medium,en
72,53,40,Enjoyable solo trip with excellent gym. Staff was very accommodating. Excellent Indian breakfast,4.1,2023-04-21,Solo,0.55,4.2,4.6,4.2,4.4,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
73,53,145,Family-friendly staff and excellent spa. Will return with family. Clean and hygienic,4.7,2023-03-06,Family,0.85,4.5,5.0,4.9,4.5,"[""excellent""]",[],"[""Clean and hygienic""]",Short,en
74,316,189,Great for families - WiFi was perfect. Safe and comfortable environment. Well-maintained property,3.5,2023-12-09,Family,0.25,3.1,4.0,3.8,3.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
75,1,224,Excellent business facilities and gym. Professional service throughout. Understanding of Indian culture,4.1,2023-06-15,Business,0.55,4.1,4.2,4.3,3.7,"[""excellent""]",[],"[""Understanding of Indian culture""]",Medium,en
76,194,101,Productive stay with reliable gym. Staff understood business needs. Good value for money,5.0,2023-07-17,Business,1.0,5.0,5.0,5.0,5.0,"[""good""]",[],"[""Good value for money""]",Short,en
77,268,80,Comfortable solo stay with good gym. Peaceful atmosphere. Understanding of Indian culture,5.0,2023-06-12,Solo,1.0,5.0,4.9,4.9,5.0,"[""comfortable"", ""good""]",[],"[""Understanding of Indian culture""]",Short,en
78,110,216,Comfortable solo stay with good AC. Peaceful atmosphere. Good value for money,4.2,2023-03-27,Solo,0.6,4.4,4.6,4.0,4.4,"[""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
79,365,72,Comfortable solo stay with good room service. Peaceful atmosphere. Well-maintained property,5.0,2023-03-15,Solo,1.0,5.0,4.6,4.7,4.7,"[""comfortable"", ""good""]",[],"[""Well-maintained property""]",Short,en
80,188,222,Wonderful family experience with spa. Kids loved the facilities. Comfortable for Indian families,4.5,2023-08-27,Family,0.75,4.2,4.5,4.4,4.7,"[""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
81,218,187,Family-friendly staff and excellent pool. Will return with family. Staff spoke Hindi,4.5,2023-04-20,Family,0.75,4.3,4.0,4.6,4.0,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
82,246,165,Children were disappointed with gym. Not family-oriented service. Western-only breakfast,2.6,2023-07-23,Family,-0.2,2.2,2.9,2.7,2.1,[],[],"[""Western-only breakfast""]",Short,en
83,130,181,Enjoyable solo trip with excellent AC. Staff was very accommodating. Well-maintained property,3.9,2023-05-21,Solo,0.45,3.8,3.7,3.8,3.7,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
84,16,211,Great for families - pool was perfect. Safe and comfortable environment. Good value for money,3.9,2023-08-30,Family,0.45,3.5,3.6,4.0,3.3,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
85,314,8,Productive stay with reliable AC. Staff understood business needs. Clean and hygienic,4.5,2024-01-01,Business,0.75,4.1,4.6,4.8,4.1,[],[],"[""Clean and hygienic""]",Short,en
86,279,220,Wonderful family experience with pool. Kids loved the facilities. Comfortable for Indian families,4.3,2023-05-23,Family,0.65,4.7,3.9,4.4,4.2,"[""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
87,370,151,Perfect for business travel with great pool. Location is convenient. Good value for money,4.5,2023-07-07,Business,0.75,4.5,4.8,4.2,4.6,"[""great"", ""perfect"", ""good""]",[],"[""Good value for money""]",Short,en
88,214,104,Perfect for business travel with great WiFi. Location is convenient. Great vegetarian options,4.7,2023-12-08,Business,0.85,4.6,4.4,4.4,4.6,"[""great"", ""perfect""]",[],"[""Great vegetarian options""]",Short,en
89,259,177,Comfortable solo stay with good WiFi. Peaceful atmosphere. Well-maintained property,4.4,2023-07-29,Solo,0.7,4.6,4.0,4.3,4.6,"[""comfortable"", ""good""]",[],"[""Well-maintained property""]",Short,en
90,46,119,Enjoyable solo trip with excellent restaurant. Staff was very accommodating. Excellent Indian breakfast,3.8,2023-03-01,Solo,0.4,4.2,3.9,3.8,3.7,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Medium,en
91,45,187,Wonderful family experience with pool. Kids loved the facilities. Clean and hygienic,4.5,2023-04-06,Family,0.75,5.0,4.5,4.2,4.2,"[""wonderful""]",[],"[""Clean and hygienic""]",Short,en
92,329,175,Wonderful family experience with spa. Kids loved the facilities. Excellent Indian breakfast,4.8,2023-04-08,Family,0.9,4.9,5.0,4.6,4.8,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
93,159,34,Perfect for solo travelers with reliable AC. Great value. Great vegetarian options,4.2,2023-01-28,Solo,0.6,4.4,4.7,4.2,4.0,"[""great"", ""perfect""]",[],"[""Great vegetarian options""]",Short,en
94,231,134,Perfect for solo travelers with reliable WiFi. Great value. Clean and hygienic,3.6,2023-11-20,Solo,0.3,3.9,4.0,3.9,3.6,"[""great"", ""perfect""]",[],"[""Clean and hygienic""]",Short,en
95,300,10,Comfortable solo stay with good room service. Peaceful atmosphere. Comfortable for Indian families,3.8,2023-07-17,Solo,0.4,3.9,3.9,3.7,3.4,"[""comfortable"", ""good""]",[],"[""Comfortable for Indian families""]",Short,en
96,360,54,Productive stay with reliable gym. Staff understood business needs. Friendly staff,4.7,2023-08-11,Business,0.85,5.0,4.8,4.5,4.1,[],[],"[""Friendly staff""]",Short,en
97,148,175,Excellent business facilities and pool. Professional service throughout. Understanding of Indian culture,4.0,2023-04-17,Business,0.5,3.6,4.3,4.2,3.8,"[""excellent""]",[],"[""Understanding of Indian culture""]",Medium,en
98,60,237,Great for families - pool was perfect. Safe and comfortable environment. Comfortable for Indian families,4.6,2023-09-22,Family,0.8,4.7,4.9,4.5,3.9,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
99,358,248,Excellent business facilities and restaurant. Professional service throughout. Great vegetarian options,4.2,2023-09-26,Business,0.6,4.7,4.2,4.1,4.0,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Medium,en
100,37,137,Great for families - AC was perfect. Safe and comfortable environment. Well-maintained property,4.6,2023-06-27,Family,0.8,4.7,4.7,4.9,4.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
101,301,249,"Poor business facilities, restaurant not working properly. Unprofessional service. No Indian food options",3.4,2023-01-14,Business,0.2,3.8,3.3,3.7,3.0,[],"[""poor"", ""not working""]","[""No Indian food options""]",Medium,en
102,394,46,Wonderful family experience with restaurant. Kids loved the facilities. Great vegetarian options,4.2,2023-05-01,Family,0.6,3.9,4.0,4.0,3.7,"[""great"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
103,199,80,Perfect for solo travelers with reliable pool. Great value. Clean and hygienic,4.9,2023-12-12,Solo,0.95,4.8,4.6,4.9,4.3,"[""great"", ""perfect""]",[],"[""Clean and hygienic""]",Short,en
104,229,5,Comfortable solo stay with good pool. Peaceful atmosphere. Good value for money,3.9,2023-06-16,Solo,0.45,4.1,3.6,3.7,3.9,"[""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
105,58,153,Enjoyable solo trip with excellent room service. Staff was very accommodating. Well-maintained property,4.1,2023-07-02,Solo,0.55,3.8,3.9,3.9,3.6,"[""excellent""]",[],"[""Well-maintained property""]",Medium,en
106,203,190,Great for families - AC was perfect. Safe and comfortable environment. Excellent Indian breakfast,4.4,2023-05-08,Family,0.7,4.1,4.0,4.3,4.0,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
107,65,25,Enjoyable solo trip with excellent spa. Staff was very accommodating. Friendly staff,5.0,2023-03-16,Solo,1.0,4.8,4.9,5.0,4.7,"[""excellent""]",[],"[""Friendly staff""]",Short,en
108,141,229,Great for families - AC was perfect. Safe and comfortable environment. Excellent Indian breakfast,4.3,2023-06-26,Family,0.65,4.6,4.7,4.6,3.9,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
109,316,78,Unproductive stay due to faulty AC. Staff not helpful for business needs. Not suitable for Indian families,3.1,2023-09-21,Business,0.05,3.4,3.4,3.0,2.5,[],[],"[""Not suitable for Indian families""]",Medium,en
110,356,63,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Excellent Indian breakfast,4.6,2023-01-26,Solo,0.8,4.9,5.0,4.5,4.5,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
111,93,233,Family vacation ruined by poor AC and unhelpful staff. Overpriced for Indian standards,2.9,2023-12-14,Family,-0.05,3.3,2.7,2.9,2.9,[],"[""poor"", ""overpriced""]","[""Overpriced for Indian standards""]",Short,en
112,10,58,Uncomfortable for solo traveler - WiFi was poor. Lonely experience. Western-only breakfast,3.1,2023-12-30,Solo,0.05,2.6,2.9,3.1,3.0,"[""comfortable""]","[""poor""]","[""Western-only breakfast""]",Short,en
113,276,97,Family-friendly staff and excellent gym. Will return with family. Excellent Indian breakfast,4.1,2023-03-09,Family,0.55,4.4,4.2,4.3,4.0,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
114,55,162,Wonderful family experience with WiFi. Kids loved the facilities. Staff spoke Hindi,4.5,2023-12-07,Family,0.75,4.1,4.0,4.7,4.4,"[""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
115,326,196,Productive stay with reliable WiFi. Staff understood business needs. Great vegetarian options,3.6,2023-06-12,Business,0.3,3.2,3.6,3.3,3.2,"[""great""]",[],"[""Great vegetarian options""]",Short,en
116,242,161,Comfortable solo stay with good AC. Peaceful atmosphere. Good value for money,4.2,2023-12-17,Solo,0.6,4.3,4.5,4.1,4.0,"[""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
117,34,76,Comfortable solo stay with good room service. Peaceful atmosphere. Understanding of Indian culture,4.7,2023-01-16,Solo,0.85,4.4,4.2,4.6,4.4,"[""comfortable"", ""good""]",[],"[""Understanding of Indian culture""]",Short,en
118,332,156,Not suitable for families - WiFi was broken. Safety concerns. No Indian food options,3.3,2023-10-01,Family,0.15,3.5,3.0,3.0,2.6,[],[],"[""No Indian food options""]",Short,en
119,323,131,Comfortable solo stay with good WiFi. Peaceful atmosphere. Good value for money,4.6,2023-11-29,Solo,0.8,4.9,4.3,4.8,4.2,"[""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
120,356,165,Family-friendly staff and excellent gym. Will return with family. Good value for money,4.6,2023-02-07,Family,0.8,4.7,4.3,4.6,4.5,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
121,386,126,Family-friendly staff and excellent restaurant. Will return with family. Great vegetarian options,4.1,2023-05-06,Family,0.55,4.6,3.7,4.1,3.6,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
122,353,76,Productive stay with reliable AC. Staff understood business needs. Comfortable for Indian families,4.1,2023-08-16,Business,0.55,4.2,3.8,4.2,3.8,"[""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
123,133,180,"Poor business facilities, WiFi not working properly. Unprofessional service. Language barrier",3.3,2023-10-18,Business,0.15,3.7,3.4,3.0,2.8,[],"[""poor"", ""not working""]","[""Language barrier""]",Short,en
124,72,195,Perfect for business travel with great WiFi. Location is convenient. Excellent Indian breakfast,4.0,2023-03-17,Business,0.5,4.4,4.2,3.7,3.5,"[""great"", ""excellent"", ""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
125,327,66,Children were disappointed with WiFi. Not family-oriented service. Staff not helpful,3.4,2023-04-27,Family,0.2,3.2,3.1,3.2,3.0,[],[],"[""Staff not helpful""]",Short,en
126,88,231,Enjoyable solo trip with excellent pool. Staff was very accommodating. Well-maintained property,5.0,2023-06-26,Solo,1.0,4.9,5.0,5.0,5.0,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
127,257,219,Comfortable solo stay with good pool. Peaceful atmosphere. Great vegetarian options,4.4,2023-06-10,Solo,0.7,4.7,4.9,4.5,4.4,"[""great"", ""comfortable"", ""good""]",[],"[""Great vegetarian options""]",Short,en
128,256,92,Perfect for business travel with great spa. Location is convenient. Comfortable for Indian families,4.3,2023-08-24,Business,0.65,4.4,3.9,4.5,4.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
